videoId,textDisplay,textOriginal,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt,parent_id,comment_id
Eb7l9VjVxNc,"China, I will bend over and you can lick my big brown eye!!","China, I will bend over and you can lick my big brown eye!!",Pat Drake,https://yt3.ggpht.com/ytc/AGIKgqMdoBUcq_nO5Z88Zcj9qAE2_BX_CW67y5nZNA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCVnql76s8qV5QGVugYIjG7w,{'value': 'UCVnql76s8qV5QGVugYIjG7w'},True,none,0,2023-04-05T18:20:45Z,2023-04-05T18:20:45Z,,UgzyvkZHIj7zN8xE4qx4AaABAg
Eb7l9VjVxNc,Can The Economist no longer hire copy editors who know the difference between &quot;effect&quot; and &quot;affect&quot;?? Are they trying to compete with teenage youtubers by dressing down their language?,"Can The Economist no longer hire copy editors who know the difference between ""effect"" and ""affect""?? Are they trying to compete with teenage youtubers by dressing down their language?",quinn rose,https://yt3.ggpht.com/ytc/AGIKgqMb5JbR9G7IO4ceKcdeNdLggJHwh7pfYBva7puO_g=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCgqTmjVqDDS940BOU-t3FNQ,{'value': 'UCgqTmjVqDDS940BOU-t3FNQ'},True,none,0,2023-03-30T22:18:56Z,2023-03-30T22:18:56Z,,UgzSm-UpH22F_6sVzIt4AaABAg
Eb7l9VjVxNc,China can Never be Trusted. Very Dishonest.,China can Never be Trusted. Very Dishonest.,jose evsngelista,https://yt3.ggpht.com/ytc/AGIKgqNUSCJL_I4yIpKfGwgBbRiRnGvp3ISfazyvkw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC_IHA-2_sLWMT8oa1AXuxAw,{'value': 'UC_IHA-2_sLWMT8oa1AXuxAw'},True,none,0,2023-03-30T14:07:35Z,2023-03-30T14:07:35Z,,UgxEcX7dVJ0_1Qz4D9l4AaABAg
Eb7l9VjVxNc,Full of ignorance and prejudice against China,Full of ignorance and prejudice against China,洁洁 高,https://yt3.ggpht.com/bAsHF4k1j3TVL1zqRAWU7Q8YhKRepQre6Y4bB-mqhoJcyOSus_qEplNXqAyixhKqPVGD63XJ-w=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCjC2-N_j9t97chymUzhCa8g,{'value': 'UCjC2-N_j9t97chymUzhCa8g'},True,none,0,2023-03-14T08:50:29Z,2023-03-14T08:50:29Z,,UgxXS-dzCsmgJpxadYJ4AaABAg
Eb7l9VjVxNc,"HELP   USA     HELP     EUROP ,       HELP   , ENGLAND,     , AUSTRALIA   , CANADA,   CLOSING  BORDERS   , FOR  MAFIA  CHINA   IN SRILANKA,<a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a>","HELP   USA     HELP     EUROP ,       HELP   , ENGLAND,     , AUSTRALIA   , CANADA,   CLOSING  BORDERS   , FOR  MAFIA  CHINA   IN SRILANKA,",Mahindadasa Hewa Mannage,https://yt3.ggpht.com/ytc/AGIKgqOs8iQbFJTHR7k4SE8YEOhfFS3ZnpHCwQEpsw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCy6VCDsbl2e1-aJqq4hyP-A,{'value': 'UCy6VCDsbl2e1-aJqq4hyP-A'},True,none,0,2023-03-13T21:15:45Z,2023-03-13T21:15:45Z,,Ugxnd8toCCpI80RVRMN4AaABAg
Eb7l9VjVxNc,"SRILANKA ECONOMI C  CRISIS  A  BAD BUSINESS  CHINES  DEBT  TRAP  MAFIA  -LIKE  BUSINESS SYSTEM  CHINA  IN SRILANKA   NO MORE  CHINA IN SRILANKA + AFRICA  BOYCOTT  MADE IN CHINA,   HELP  , USA   HELP   EUROPA  , HELP,  CLOSING BORDERS   FOR   CHINA, ,DON&#39;T  BELIVE  CHINA, <a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a>","SRILANKA ECONOMI C  CRISIS  A  BAD BUSINESS  CHINES  DEBT  TRAP  MAFIA  -LIKE  BUSINESS SYSTEM  CHINA  IN SRILANKA   NO MORE  CHINA IN SRILANKA + AFRICA  BOYCOTT  MADE IN CHINA,   HELP  , USA   HELP   EUROPA  , HELP,  CLOSING BORDERS   FOR   CHINA, ,DON'T  BELIVE  CHINA, ",Mahindadasa Hewa Mannage,https://yt3.ggpht.com/ytc/AGIKgqOs8iQbFJTHR7k4SE8YEOhfFS3ZnpHCwQEpsw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCy6VCDsbl2e1-aJqq4hyP-A,{'value': 'UCy6VCDsbl2e1-aJqq4hyP-A'},True,none,0,2023-03-13T21:09:51Z,2023-03-13T21:09:51Z,,UgysyYyPFDNn2EmzRIJ4AaABAg
Eb7l9VjVxNc,Decoupling and re-shoring of critical industries is the order of the day.,Decoupling and re-shoring of critical industries is the order of the day.,JP P,https://yt3.ggpht.com/ytc/AGIKgqNyLbWB6KVxG3P5e_7c4G4B0Pn5YxldWXpT8w=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCNBx_kgGCdf0F0nptbxDs3w,{'value': 'UCNBx_kgGCdf0F0nptbxDs3w'},True,none,0,2023-03-01T06:51:10Z,2023-03-01T06:51:10Z,,UgxKoTA0GYgnD3Y8vll4AaABAg
Eb7l9VjVxNc,"Population of China is so huge that that can have influences on the whole world. The reopening of it should be more concerned. The impacts must not be only on the economy, but also on the environment.","Population of China is so huge that that can have influences on the whole world. The reopening of it should be more concerned. The impacts must not be only on the economy, but also on the environment.",Sarwa,https://yt3.ggpht.com/ytc/AGIKgqO8h5J52TSC0aWwmylr2WgKjcH3OgFQxwx5q49fM9hP2gBrGoJCWb1rvo99Are1=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCvKl9pSqHGextJw3-ktrmuw,{'value': 'UCvKl9pSqHGextJw3-ktrmuw'},True,none,0,2023-02-18T10:23:42Z,2023-02-18T10:23:42Z,,UgxSZa-7tS0UQDxE73h4AaABAg
Eb7l9VjVxNc,Don’t reopen stay there don’t come here,Don’t reopen stay there don’t come here,THE END 𓁋𓁊𓁈𓁇𓀠𓀟𓀞𓁉,https://yt3.ggpht.com/Tf4oZ5-dcG1a2MgzwGNBO425E_ETCHpvT_8Pmr0HX7iXfO2i75LuGrkWuPV2M8lMr-CeyveWZg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCh3ca4LnYXAKpD-pOMsUJ5w,{'value': 'UCh3ca4LnYXAKpD-pOMsUJ5w'},True,none,0,2023-02-15T15:29:00Z,2023-02-15T15:29:00Z,,UgzkwkwcyMILskdf1W14AaABAg
Eb7l9VjVxNc,There where brains from many countries,There where brains from many countries,nOcTsiCk Versus,https://yt3.ggpht.com/ytc/AGIKgqNc5DzoA-zpMY7CU5lw5BP89erVw3QKfE8MJQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCSiPN-Wrsj5dKpfLGApFyOw,{'value': 'UCSiPN-Wrsj5dKpfLGApFyOw'},True,none,0,2023-04-04T02:37:47Z,2023-04-04T02:37:47Z,,UgwQWWnH4-DaVxaOBrt4AaABAg.9m2LXSLeOs-9o3lBaBVnXG
Eb7l9VjVxNc,An indo politician or an economist?😅,An indo politician or an economist?😅,Jinya Tian,https://yt3.ggpht.com/ytc/AGIKgqNuFgq87xMzTp6fRoROMBcwapqbxrjIfdSB5Jy1Cw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC04ZuedTVUvyma5RdpPI4pw,{'value': 'UC04ZuedTVUvyma5RdpPI4pw'},True,none,0,2023-02-12T07:20:40Z,2023-02-12T07:20:40Z,,Ugw8CtJU9kkTC2FbNVt4AaABAg
Eb7l9VjVxNc,This is wonderful video and I enjoyed every part of it,This is wonderful video and I enjoyed every part of it,Jay Patel,https://yt3.ggpht.com/ytc/AGIKgqNETWgfJL0tg4nzlQZEZ7F2Dat_B81N-oL6ZA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC46g5l5_-BSYzqRdIKfHLsg,{'value': 'UC46g5l5_-BSYzqRdIKfHLsg'},True,none,0,2023-02-07T04:18:06Z,2023-02-07T04:18:06Z,,UgwbT01H66LPurJw--14AaABAg
Eb7l9VjVxNc,they look like lab rats in china 🤨,they look like lab rats in china 🤨,quelqu'un,https://yt3.ggpht.com/vjqtBgEY5i8pmyrgRiz9I1ksLaoqdVjljSMrB4FYNJp4W6e3aIfPAZiNB7yyRsq7IbCzIsUNaw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCLX6510jfsQ_M7wt-yWDeLQ,{'value': 'UCLX6510jfsQ_M7wt-yWDeLQ'},True,none,0,2023-02-05T09:12:26Z,2023-02-05T09:12:26Z,,Ugz6qUFQYqJVkH3YZNZ4AaABAg
